group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
fish,212,no,131466,Diamond Blenny,Malacoctenus boehlkei,1,32,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,213,no,131506,Pallid Goby,Coryphopterus eidolon,1,31,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,214,no,98553,Shortfin Pipefish,Cosmocampus elucens,1,31,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,215,no,122033,Rainbow Runner,Elagatis bipinnulata,1,31,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,216,no,131428,Red Lizardfish,Synodus synodus,1,31,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,217,no,128199,Belted Cardinalfish,Apogon townsendi,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,218,no,131502,Cleaner Goby,Elacatinus genie,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,219,no,131492,Dusky Cardinalfish,Phaeoptyx pigmentaria,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,220,no,131496,Rusty Goby,Priolepis hipoliti,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,221,no,187316,Amur Carp,Cyprinus rubrofuscus,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,222,no,133990,Whitefin Sharksucker,Echeneis neucratoides,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,223,no,446050,Mimic Blenny,Gobioclinus guppyi,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,224,no,132522,Crested Goby,Lophogobius cyprinoides,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,225,no,51553,Almaco Jack,Seriola rivoliana,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,226,no,49219,American Eel,Anguilla rostrata,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,227,no,1360073,Bluelip Hamlet,Hypoplectrus affinis,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,228,no,131476,Yellowtail Hamlet,Hypoplectrus chlorurus,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,229,no,64476,Yellowfin Grouper,Mycteroperca venenosa,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,230,no,1316038,Jackknife Fish,Eques lanceolatus,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,231,no,147120,Stippled Clingfish,Gobiesox punctulatus,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,232,no,131531,Blackfin Snapper,Lutjanus buccanella,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,233,no,112857,Greenblotch Parrotfish,Sparisoma atomarium,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,234,no,131505,Masked Goby,Coryphopterus personatus,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,235,no,495478,Boga,Haemulon vittatum,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,236,no,341957,Haitian Cichlid,Nandopsis haitiensis,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,237,no,120708,Molly Miller,Scartella cristata,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,238,no,69775,Black Trevally,Caranx lugubris,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,239,no,446141,Mock Blenny,Labrisomus cricota,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,240,no,619544,Guaru,Poecilia vivipara,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,241,no,131389,Lantern Bass,Serranus baldwini,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,242,no,179437,Green Swordtail,Xiphophorus hellerii,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,243,no,317016,Sheepshead Porgy,Calamus penna,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,244,no,56937,Leather Jack,Oligoplites saurus,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,245,no,115188,Pearly Razorfish,Xyrichtys novacula,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,246,no,95000,River Goby,Awaous banana,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,247,no,131458,Dwarf Sand Perch,Diplectrum bivittatum,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,248,no,128893,Yellowline Goby,Elacatinus horsti,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,249,no,51356,Highfin Chub,Kyphosus cinerascens,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,250,no,131518,Sargassum Triggerfish,Xanthichthys ringens,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,251,no,131488,Barred Cardinalfish,Apogon binotatus,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,252,no,528869,Redbreast Tilapia,Coptodon rendalli,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,253,no,100110,Atlantic Goliath Grouper,Epinephelus itajara,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,254,no,102072,Rainbow Wrasse,Halichoeres pictus,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,255,no,317207,Imitator Blenny,Malacoctenus erdmani,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,256,no,614976,Greenband Goby,Tigrigobius multifasciatus,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,257,no,96936,Cherubfish,Centropyge argi,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,258,no,99537,Fat Sleeper,Dormitator maculatus,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,259,no,131503,Shortstripe Goby,Elacatinus chancei,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,260,no,1315425,Pearly Molly,Poecilia perugiae,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,261,no,445753,Yellowface Pikeblenny,Chaenopsis limbaughi,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,262,no,47242,Atlantic Bluespotted Cornetfish,Fistularia tabacaria,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,263,no,179571,Scaled Sardine,Harengula jaguana,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,264,no,317159,Atlantic Oyster Blenny,Hypleurochilus pseudoaequipinnis,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,265,no,317275,Blackfin Blenny,Paraclinus nigripinnis,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,266,no,47257,Wahoo,Acanthocybium solandri,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,267,no,316926,Red Clingfish,Acyrtus rubiginosus,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,268,no,316953,Whitestar Cardinalfish,Apogon lachneri,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,269,no,131395,Viper Moray,Enchelycore nigricans,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,270,no,341914,Cuban mosquitofish,Gambusia punctata,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,271,no,1316822,Harlequin Pipefish,Halicampus crinitus,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,272,no,107717,Mottled Jawfish,Opistognathus maxillosus,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,273,no,179448,Sand Drum,Umbrina coroides,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,274,no,82779,Sharptooth Catfish,Clarias gariepinus,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,275,no,1316787,Mottled Mojarra,Eucinostomus lefroyi,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,276,no,317130,Black Grunt,Haemulon bonariense,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,277,no,131446,Reef Scorpionfish,Scorpaenodes caribbaeus,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,278,no,619433,Bahama gambusia,Gambusia manni,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,279,no,180710,Shy Hamlet,Hypoplectrus guttavarius,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,280,no,131477,Peppermint Basslet,Liopropoma rubre,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,281,no,131515,Fringed Filefish,Monacanthus ciliatus,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,282,no,317261,Banded Jawfish,Opistognathus macrognathus,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,283,no,108614,Atlantic Creolefish,Paranthias furcifer,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,284,no,131460,Tusked Goby,Risor ruber,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,285,no,445830,Twinhorn Blenny,Coralliozetus cardonae,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,286,no,317088,Broadstripe Goby,Elacatinus prochilos,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,287,no,147135,Arrow Blenny,Lucayablennius zingaro,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,288,no,1316105,Reef Silverside,Atherina harringtonensis,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,289,no,126567,Butterfly Peacock Bass,Cichla ocellaris,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,290,no,317063,Dash Goby,Ctenogobius saepepallens,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,291,no,341397,Northern Caribbean Pupfish,Cyprinodon riverendi,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,292,no,341925,Cuban Cichlid,Nandopsis tetracanthus,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,293,no,121302,Blue Tilapia,Oreochromis aureus,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,294,no,179610,Irish Pompano,Diapterus auratus,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,295,no,218976,Smallscaled Spinycheek Sleeper,Eleotris perniger,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,296,no,131388,Cottonwick,Haemulon melanurum,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,297,no,470918,Cuban Gar,Atractosteus tristoechus,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,298,no,96458,Lancer Dragonet,Callionymus bairdi,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,299,no,121225,Mackerel Scad,Decapterus macarellus,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,300,no,229304,Hovering Goby,Ptereleotris helenae,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,301,no,112135,Midnight Parrotfish,Scarus coelestinus,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,302,no,614971,Orangesided Goby,Tigrigobius dilepis,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,303,no,179633,Atlantic Bumper,Chloroscombrus chrysurus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,304,no,179661,Striped Mojarra,Eugerres plumieri,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,305,no,179896,Blackcap Basslet,Gramma melacara,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,306,no,54540,Northern Seahorse,Hippocampus erectus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,307,no,127711,Sargassumfish,Histrio histrio,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,308,no,617587,Redeye Mullet,Mugil rubrioculus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,309,no,179519,Atlantic Thread Herring,Opisthonema oglinum,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,310,no,317308,Sevenfingered Threadfin,Polydactylus virginicus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,311,no,154499,King Mackerel,Scomberomorus cavalla,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,312,no,53569,Plumed Scorpionfish,Scorpaena grandicornis,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,313,no,85249,Mushroom Scorpionfish,Scorpaena inermis,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,314,no,131430,Snakefish,Trachinocephalus myops,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,315,no,131494,Blackfin Cardinalfish,Astrapogon puncticulatus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,316,no,98731,Bluelip Parrotfish,Cryptotomus roseus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,317,no,445935,Twobar triplefin,Enneanectes deloachorum,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,318,no,49637,Red Grouper,Epinephelus morio,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,319,no,317096,Bigeye Mojarra,Eucinostomus havana,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,320,no,619431,Hispaniolan gambusia,Gambusia hispaniolae,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,321,no,615099,Golden Basslet,Gramma dejongi,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,322,no,102481,Banded Jewelfish,Hemichromis fasciatus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,323,no,81554,Channel Catfish,Ictalurus punctatus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,324,no,107025,Emerald Parrotfish,Nicholsina usta,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,325,no,131493,Freckled Cardinalfish,Phaeoptyx conklini,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,326,no,1316633,Burro Grunt,Rhonciscus crocro,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,327,no,54440,Inshore Lizardfish,Synodus foetens,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,328,no,114123,Blackfin Tuna,Thunnus atlanticus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,329,no,1315622,Splitlure Frogfish,Antennarius scaber,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,330,no,217635,Patch-reef Goby,Coryphopterus tortugae,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,331,no,179605,Stippled Spoon-nose Eel,Echiophis punctifer,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,332,no,317087,Spotlight Goby,Elacatinus louisae,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,333,no,445936,Matador Triplefin,Enneanectes matador,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,334,no,446049,Palehead Blenny,Gobioclinus gobio,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,335,no,131528,Silk Snapper,Lutjanus vivanus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,336,no,317269,Spotfin Goby,Oxyurichthys stigmalophius,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,337,no,109887,Common Molly,Poecilia sphenops,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,338,no,131479,Spotted Soapfish,Rypticus subbifrenatus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,339,no,51549,Greater Amberjack,Seriola dumerili,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,340,no,47250,Guachanche Barracuda,Sphyraena guachancho,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,341,no,317399,Channel Flounder,Syacium micrurum,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,342,no,135196,Flat Needlefish,Ablennes hians,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,343,no,93641,African Pompano,Alectis ciliaris,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,344,no,216366,Swordspine Snook,Centropomus ensiferus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,345,no,179625,Darter Goby,Ctenogobius boleosoma,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,346,no,123659,Cigar Minnow,Decapterus punctatus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,347,no,131474,Lofty Triplefin,Enneanectes altivelis,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,348,no,131473,Redeye Triplefin,Enneanectes atrorus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,349,no,179600,Spotfin Mojarra,Eucinostomus argenteus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,350,no,120614,Little Tunny,Euthynnus alletteratus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,351,no,102041,Yellowcheek Wrasse,Halichoeres cyanocephalus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,352,no,119719,Sailfish,Istiophorus platypterus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,353,no,56943,Skipjack Tuna,Katsuwonus pelamis,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,354,no,179515,Frillfin Goby,Bathygobius soporator,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,355,no,147136,Barfin Blenny,Malacoctenus versicolor,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,356,no,106222,Sea Mullet,Mugil cephalus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,357,no,341955,elegant molly,Poecilia elegans,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,358,no,317315,Bluewing Searobin,Prionotus punctatus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,359,no,619696,Freshwater gregory,Stegastes otophorus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,360,no,316954,Mimic Cardinalfish,Apogon phenax,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,361,no,614344,Checkerboard Frillfin,Bathygobius lacertus,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,362,no,98541,Glass Goby,Coryphopterus hyalinus,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,363,no,341529,Jaragua Pupfish,Cyprinodon nichollsi,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,364,no,53911,European Carp,Cyprinus carpio,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,365,no,450423,Spinycheek Sleeper,Eleotris pisonis,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,366,no,317090,Smoothhead Glass Blenny,Emblemariopsis bahamensis,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,367,no,131393,Chestnut Moray,Enchelycore carychroa,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,368,no,135195,Slender Mojarra,Eucinostomus jonesii,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,369,no,49949,Striped Grunt,Haemulon striatum,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,370,no,615149,Roughneck Grunt,Haemulopsis corvinaeformis,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,371,no,147455,Blue Marlin,Makaira nigricans,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,372,no,317533,Brazilian Batfish,Ogcocephalus vespertilio,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,373,no,1316858,Cuban Lima,Poecilia vittata,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,374,no,132526,Planehead Filefish,Stephanolepis hispida,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,375,no,69675,Yellowfin Tuna,Thunnus albacares,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,376,no,614979,Leopard Goby,Tigrigobius saucrus,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,377,no,445579,Speckled Blenny,Acanthemblemaria betinensis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,378,no,147101,Medusa Blenny,Acanthemblemaria medusa,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,379,no,194921,Unicorn Leatherjacket,Aluterus monoceros,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,380,no,120641,Bandtooth Conger,Ariosoma balearicum,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,381,no,208885,Oscar,Astronotus ocellatus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,382,no,317038,Bluethroat Pikeblenny,Chaenopsis ocellata,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,383,no,131406,Manytooth Conger,Conger triporiceps,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,384,no,194215,Whitenose Pipefish,Cosmocampus albirostris,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,385,no,51405,Ladyfish,Elops saurus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,386,no,445925,Blackfin Glass Blenny,Emblemariopsis leptocirris,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,387,no,103606,Dwarf Round Herring,Jenkinsia lamprotaenia,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,388,no,85365,Redbreast Sunfish,Lepomis auritus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,389,no,614698,Diphasic Goby,Lythrypnus heterochroma,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,390,no,614706,Signal Goby,Microgobius signatus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,391,no,64466,Yellowmouth Grouper,Mycteroperca interstitialis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,392,no,179526,Polka-dot Batfish,Ogcocephalus cubifrons,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,393,no,209211,Rosy Barb,Pethia conchonius,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,394,no,131456,Cardinal Soldierfish,Plectrypops retrospinis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,395,no,131482,School Bass,Schultzea beta,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,396,no,179469,Lookdown,Selene vomer,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,397,no,231831,Timucu Needlefish,Strongylura timucu,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,398,no,317427,Reitz's Clingfish,Tomicodon reitzae,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,399,no,114750,Striped drum,Umbrina broussonnetii,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,400,no,179439,Southern Platyfish,Xiphophorus maculatus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,1,yes,22454,Common Coqui,Eleutherodactylus coqui,1,4078,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,2,yes,24382,Cuban Tree Frog,Osteopilus septentrionalis,1,2633,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,3,yes,553515,Cane Toad,Rhinella marina,1,2633,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,4,yes,22771,Antillean Coqui,Eleutherodactylus antillensis,1,1060,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,5,yes,22979,Caribbean White-lipped Frog,Leptodactylus albilabris,1,932,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,6,yes,22333,Lesser Antillean whistling frog,Eleutherodactylus johnstonei,1,659,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,7,yes,24379,Hispaniolan Common Tree Frog,Osteopilus dominicensis,1,599,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,8,yes,66349,Eastern Giant Toad,Peltophryne peltocephala,1,206,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,9,yes,22761,Whistling Coqui,Eleutherodactylus cochranae,1,196,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,10,yes,22631,Greenhouse Frog,Eleutherodactylus planirostris,1,196,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
